Bug text,Issue key,Story point
Broken WebAuthn in new Account Console tests ,KEYCLOAK-13256,1.0
"Account Console build is missing some dependencies {noformat}
@patternfly/react-icons/dist/umd/icons/plus-circle-icon.js
@patternfly/patternfly/assets/fonts/webfonts/fa-solid-900.woff2
{noformat}",KEYCLOAK-12834,1.0
"Applications UI has erroneous ""Remove Access"" button In new account console, the Applications section allows you to remove access for granted permissions.  However, the button for ""Remove access"" still shows up for applications where the user never granted permissions in the first place.  For instance, the button shows up for the Account Console application itself.",KEYCLOAK-12533,1.0
Linking accounts on Linked Accounts Page doesn't work ,KEYCLOAK-12329,3.0
"NPM lint errors and warnings on MyResources page h2. What
* When building the new account console `npm lint` report an error related with `handleTabClick` function. This was certainly introduce after some upgrade, PatternFly had `FormEvent`, now it seems they switched to [MouseEvent|https://github.com/patternfly/patternfly-react/blob/74ab953dde4662f0d521626cdb0da5dc2605278e/packages/patternfly-4/react-core/src/components/Tabs/Tabs.tsx#L83]

h2. Expected Results
* Run `npm lint` and no error or warnings

h2. Actual Results
{code}
> keycloak-preview@1.0.0 build /home/abstractj/github/keycloak/keycloak-server-11293/themes/src/main/resources/theme/keycloak-preview/account/resources
> tsc --noImplicitAny --strictNullChecks --jsx react -p ./ && npm run lint

app/content/my-resources-page/MyResourcesPage.tsx:226:68 - error TS2322: Type '(event: FormEvent<HTMLInputElement>, tabIndex: number) => void' is not assignable to type '(event: MouseEvent<HTMLElement, MouseEvent>, eventKey: string | number) => void'.
  Types of parameters 'event' and 'event' are incompatible.
    Type 'MouseEvent<HTMLElement, MouseEvent>' is not assignable to type 'FormEvent<HTMLInputElement>'.
      Types of property 'currentTarget' are incompatible.
        Type 'EventTarget & HTMLElement' is not assignable to type 'EventTarget & HTMLInputElement'.
          Type 'EventTarget & HTMLElement' is missing the following properties from type 'HTMLInputElement': accept, align, alt, autocomplete, and 50 more.

226                 <Tabs isFilled activeKey={this.state.activeTabKey} onSelect={this.handleTabClick}>
{code}

After fix this we get some warnings:

{code}
> keycloak-preview@1.0.0 build /home/abstractj/github/keycloak/keycloak-server-11293/themes/src/main/resources/theme/keycloak-preview/account/resources
> tsc --noImplicitAny --strictNullChecks --jsx react -p ./ && npm run lint


> keycloak-preview@1.0.0 lint /home/abstractj/github/keycloak/keycloak-server-11293/themes/src/main/resources/theme/keycloak-preview/account/resources
> eslint --ignore-pattern *.d.ts ./**/*.ts*


/home/abstractj/github/keycloak/keycloak-server-11293/themes/src/main/resources/theme/keycloak-preview/account/resources/app/ContentPages.tsx
   79:58  warning  Missing return type on function  @typescript-eslint/explicit-function-return-type
  154:62  warning  Missing return type on function  @typescript-eslint/explicit-function-return-type
  157:86  warning  Missing return type on function  @typescript-eslint/explicit-function-return-type

/home/abstractj/github/keycloak/keycloak-server-11293/themes/src/main/resources/theme/keycloak-preview/account/resources/app/PageToolbar.tsx
  43:37  warning  Missing return type on function  @typescript-eslint/explicit-function-return-type

✖ 4 problems (0 errors, 4 warnings)
{code}",KEYCLOAK-12277,1.0
DeviceActivityPage lint errors ,KEYCLOAK-11839,3.0
The Save button in the Personal Info doesn't work ,KEYCLOAK-11629,2.0
"Keycloak Operator Dockerfile fails to build h2. What
# The Keycloak Operator Dockerfile is failing to build and has to be fixed so we can publish on quay.io

h2. Additional information

# See comments on: https://issues.jboss.org/browse/KEYCLOAK-11354",KEYCLOAK-11536,2.0
"[GSS][7.3.z] Credentials tab on clients can only be displayed with view-realm Very similar issue to KEYCLOAK-9489 but in the {{clients}} tab. Although the admin user has {{query-clients}} and {{manage-clients}} permissions the administrator cannot access the {{credentials}} tab of a confidential client (Forbidden page). The two endpoints that return the 403 are:

# [/admin/realms/<realm>/authentication/per-client-config-description|https://github.com/keycloak/keycloak/blob/master/services/src/main/java/org/keycloak/services/resources/admin/AuthenticationManagementResource.java#L1098]
# [/admin/realms/<realm>/authentication/client-authenticator-providers|https://github.com/keycloak/keycloak/blob/master/services/src/main/java/org/keycloak/services/resources/admin/AuthenticationManagementResource.java#L138]

The reason is the same, they only check the {{requireViewRealm}} method. Don't know what you want to add here, maybe {{query-clients}} or similar like you did with the users menu option.",KEYCLOAK-11367,1.0
"I18n doesn't work The keycloak-preview theme shows empty list of supported locales. The locales are also missing in the Admin Console.

This is probably because {{theme.properties}} doesn't specify any locale (even though English is technically supported, so it should be present there).",KEYCLOAK-11189,3.0
