Bug text root form,Issue key,Story point
"tiapi : add os.vers ( ) shim add equival implement node.j ' { { os.vers ( ) } } method . on maco box , return { { 'darwin kernel version 19.6.0 : thu oct 29 22:56:45 pdt 2020 ; root : xnu-6153.141.2.2~1/release_x86_64 ' } }",TIMOB-28242,5
"cli : unabl find io simul run io 14.0 . i 'm see local , well build node xcode 12 beta 2 instal . tri build io app cli show : { code } 2020-07-16t18:13:57.547z ] command [ 2020-07-16t18:13:57.547z ] /users/build/jenkins/tools/jenkins.plugins.nodejs.tools.nodejsinstallation/node_10.17.0/bin/nod /users/build/jenkins/workspace/ium-sdk_titanium_mobile_pr-11049/titanium-mobile-mocha-suite/node_modules/titanium/lib/titanium.j build -- project-dir /users/build/jenkins/workspace/ium-sdk_titanium_mobile_pr-11049/titanium-mobile-mocha-suite/scripts/mocha -- platform io -- target simul -- log-level info -- deploy-typ test -- hide-error-control -- device-famili iphon -- no-prompt -- color [ 2020-07-16t18:13:57.547z ] [ 2020-07-16t18:13:57.547z ] [ error ] :  unabl find io simul run io 14.0 . [ 2020-07-16t18:13:57.547z ] [ 2020-07-16t18:13:57.547z ] error : exit unexpectedli exit code : 1 [ 2020-07-16t18:13:57.547z ] childprocess.prc.on.cod ( /users/build/jenkins/workspace/ium-sdk_titanium_mobile_pr-11049/titanium-mobile-mocha-suite/scripts/test.js:506:19 ) [ 2020-07-16t18:13:57.547z ] childprocess.emit ( events.js:198:13 ) [ 2020-07-16t18:13:57.547z ] maybeclos ( internal/child_process.js:982:16 ) [ 2020-07-16t18:13:57.547z ] socket.stream.socket.on ( internal/child_process.js:389:11 ) [ 2020-07-16t18:13:57.547z ] socket.emit ( events.js:198:13 ) [ 2020-07-16t18:13:57.547z ] pipe._handle.clos ( net.js:607:12 ) { code }",TIMOB-28031,5
"io : unit test fail xcode 11 / io 13 onc start build run xcode 11 io 13 , two unit test start fail : ios.titanium.ui.ios. # createpreviewcontext ( ) - expect 0 equal 300 ios.titanium.ui.window .. safeareapad window insid navig window extendsafearea true - expect 34 equal 0 thi found recent master branch build master",TIMOB-27351,5
"android : read json file fail android q run follow code , return t==null { quot } var file=ti.filesystem.getfil ( config.pathroot.resourc , 'some.json ' ) ; var d=file.read ( ) ; var t=d.text ; { quot } analysi : tiblob # gettext check timimetypehelper.isbinarymimetyp ( mimetyp ) file binari , allow application/octet-stream . the detect mime type come android.webkit.mimetypemap # getmimetypefromextens ( timimetypehelp # getmimetypefromfileextens ) . thi use return octet-steam mime * .json file , probabl fix properli return application/json .",TIMOB-26954,5
"io : applic crash launch ios9 h5.descript run default applic io 9 crash launch ( n't log either fwiw ) . thi look usag { { const } } , i chang addbind declar { { var } } work , i enabl transpil work . i investig usag const/let throughout new os/path code i assum error . { code } /ti.main.js:33 const addbind = requir ( './ti.internal/extensions/bind ' ) ; ^ ( null ) ( null ) 4 titaniumkit0x0000000109a7b34c - [ krollbridg evalfil : callback : selector : ] + 55 5 titaniumkit0x0000000109a7bd0d - [ krollbridg didstartnewcontext : ] + 1805 6 titaniumkit0x0000000109ab340 - [ krollcontext main ] + 1084 7 libdispatch.dylib 0x000000010be05c89 _dispatch_call_block_and_releas + 12 8 libdispatch.dylib 0x000000010be213d7 _dispatch_client_callout + 8 9 libdispatch.dylib 0x000000010be0be5d _dispatch_main_queue_callback_4cf + 714 10 corefound 0x000000010a4f40f9 __cfrunloop_is_servicing_the_main_dispatch_queue__ + 9 11 corefound 0x000000010a4b5b99 __cfrunlooprun + 2073 12 corefound 0x000000010a4b50f8 cfrunlooprunspecif + 488 13 graphicsservices0x000000010c443ad2 gseventrunmod + 161 14 uikit 0x0000000106359f09 uiapplicationmain + 171 15 ticreateapp0x00000001047d9286 main + 950 16 libdyld.dylib 0x000000010be5092d start + 1 { code } h5.step reproduc # creat default applic # build io 9 ( sim devic",TIMOB-26672,5
"use rollup avoid circular refer es6 import javascriptcor - javascriptcor full es6 modul support , circular refer { { import } } caus stack overflow * test case * { code : js } // todo { code }",TIMOB-25768,8
"window : ti.utils.base64encod behav differ android/io window h3 . problem the result ti.utils.base64encod differ io android . on io newlin charact includ string long enough , android newlin charact strip ( correct way base64 utf8 encod ) . pleas see attach screenshot explain issu . h3 . sampl code { noformat } ( function ( ) { var win = ti.ui.createwindow ( { backgroundcolor : 'white ' } ) ; win.open ( ) ; var shortstr = 'abcdefghij1234567890abcdefghij12|psndemo2|abcd:1 ' ; var longstr = 'abcdefghij1234567890abcdefghij12|psndemo2|abcd:12345678901234567890 ' ; var tibase64shortresult = ti.utils.base64encod ( shortstr ) ; var tibase64longresult = ti.utils.base64encod ( longstr ) ; tibase64shortresult = string ( tibase64shortresult ) ; tibase64longresult = string ( tibase64longresult ) ; // bug # 2 : run code io android compar result // on io get newlin charact . on android newlin charact strip . // the correct behavior utf8 base64 encod strip newlin charact . // android 's implement correct . tibase64shortresult = tibase64shortresult.replac ( /\r\n/g , '' * * * newlin * * * '' ) ; tibase64longresult = tibase64longresult.replac ( /\r\n/g , '' * * * newlin * * * '' ) ; var alertdialog = titanium.ui.createalertdialog ( { titl : 'result ' , messag : 'short : ' + tibase64shortresult + '\nlong : ' + tibase64longresult , buttonnam : [ 'ok ' , 'cancel ' ] } ) ; alertdialog.show ( ) ; } ) ( ) ; { noformat }",TIMOB-25513,5
window : mocha test titanium.ui.window window_position_is_read_onli test failur titanium.ui.window window_position_is_read_onli pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25143,5
window : mocha test titanium.ui.window window_size_is_read_onli test failur titanium.ui.window window_size_is_read_onli pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25142,5
window : mocha test titanium.ui.view border test failur titanium.ui.view border pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25137,5
window : mocha test titanium.ui.textfield width test failur titanium.ui.textfield width pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25136,8
window : mocha test titanium.ui.textfield pad test failur titanium.ui.textfield pad pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25134,5
window : mocha test titanium.ui.layout timob-23305 test failur titanium.ui.layout timob-23305 pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25132,8
window : mocha test titanium.ui.layout centerypreced test failur titanium.ui.layout centerypreced pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25123,8
window : mocha test titanium.ui.layout centerxpreced test failur titanium.ui.layout centerxpreced pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25122,8
window : mocha test titanium.ui.layout undefinedtop test failur titanium.ui.layout undefinedtop pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25121,8
window : mocha test titanium.ui.label height test failur titanium.ui.label height pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25119,5
window : mocha test titanium.ui.label maxlin test failur titanium.ui.label maxlin pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25117,5
window : mocha test titanium.ui.button border test failur titanium.ui.button border pleas investig failur . pleas use http : //github.com/ewanharris/titanium-mobile-mocha-suite/tree/timob-24816 find relat test you use http : //github.com/ewanharris/mocha-test quickli debug ( ) mocha test ),TIMOB-25102,5
"io 11 : build warn legaci launch imag use xcode 9 use xcode 9 beta 4 latest io 11 beta 4 , i notic coupl warn run io build packag sdk : { code } [ trace ] /applications/xcode9.app/contents/developer/usr/bin/actool -- output-format human-readable-text -- notic -- warn -- export-dependency-info /users/hknoechel/documents/apps/test_tmp/build/iphone/build/intermediates/test_tmp.build/debug-iphonesimulator/test_tmp.build/assetcatalog_depend -- output-partial-info-plist /users/hknoechel/documents/apps/test_tmp/build/iphone/build/intermediates/test_tmp.build/debug-iphonesimulator/test_tmp.build/assetcatalog_generated_info.plist -- app-icon appicon -- launch-imag launchimag -- compress-png -- enable-on-demand-resourc ye -- filter-for-device-model iphone9,2 -- filter-for-device-os-vers 11.0 -- sticker-pack-identifier-prefix com.appcelerator.titanium.sticker-pack . -- target-devic iphon -- target-devic ipad -- minimum-deployment-target 8.0 -- platform iphonesimul -- product-typ com.apple.product-type.appl -- compil /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app /users/hknoechel/documents/apps/test_tmp/build/iphone/assets.xcasset [ trace ] 2017-07-26 22:15:27.815 ibtoold [ 4601:72299 ] coresimulatorservic connect interrupt . resubscrib notif . [ trace ] 2017-07-26 22:15:27.815 ibtoold [ 4601:72113 ] coresimulatorservic connect interrupt . resubscrib notif . [ trace ] 2017-07-26 22:15:27.815 ibtoold [ 4601:72297 ] coresimulatorservic connect interrupt . resubscrib notif . [ trace ] 2017-07-26 22:15:27.820 ibtoold [ 4601:72298 ] coresimulatorservic connect interrupt . resubscrib notif . [ trace ] 2017-07-26 22:15:27.820 ibtoold [ 4601:72113 ] coresimulatorservic connect interrupt . resubscrib notif . [ trace ] 2017-07-26 22:15:27.820 ibtoold [ 4601:72090 ] coresimulatorservic connect becam invalid . simul servic longer avail . [ trace ] 2017-07-26 22:15:28.071 ibtoold [ 4601:72298 ] coresimul detect xcode.app reloc coresimulatorservic version chang . framework path ( /library/developer/privateframeworks/coresimulator.framework ) version ( 494.4 ) match exist job path ( /applications/xcode.app/contents/developer/library/privateframeworks/coresimulator.framework/versions/a/xpcservices/com.apple.coresimulator.coresimulatorservice.xpc ) version ( 375.21 ) . attempt remov stale servic order add expect version . [ trace ] 2017-07-26 22:15:28.324 ibtoold [ 4601:72299 ] coresimulatorservic connect becam invalid . simul servic longer avail . [ trace ] 2017-07-26 22:15:28.325 ibtoold [ 4601:72299 ] coresimulatorservic connect becam invalid . simul servic longer avail . [ trace ] coreui ( debug ) : current version = 483.0 , link uikit version = 65535 , compat mode = 9999 [ trace ] 2017-07-26 22:15:34.714 ibcocoatouchimagecatalogtool [ 4607:72433 ] rpc shutdown error : error domain=ibmessagechannelerrordomain code=4 `` fail commun interfac builder '' userinfo= { nslocalizeddescription=fail commun interfac builder , nslocalizedfailurereason=th agent crash } [ trace ] / * com.apple.actool.document.notic * / [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/assets.xcasset : ./launchimage.launchimage/ [ iphon ] [ 736h ] [ 3x ] [ portrait ] [ full-screen ] [ 8.0 ] : notic : thi launch imag appli io 6.x prior minimum deploy 7.0 later . [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/assets.xcasset : ./launchimage.launchimage/ [ iphon ] [ 736h ] [ 3x ] [ landscap ] [ full-screen ] [ 8.0 ] : notic : thi launch imag appli io 6.x prior minimum deploy 7.0 later . [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/assets.xcasset : ./launchimage.launchimage/ [ iphon ] [ 667h ] [ 2x ] [ portrait ] [ full-screen ] [ 8.0 ] : notic : thi launch imag appli io 6.x prior minimum deploy 7.0 later . [ trace ] / * com.apple.actool.compilation-result * / [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon29x29 @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon29x29 @ 3x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon40x40 @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon40x40 @ 3x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon60x60 @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon60x60 @ 3x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon29x29~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon29x29 @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon40x40~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon40x40 @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon76x76~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon76x76 @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/appicon83.5x83.5 @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-800-portrait-736h @ 3x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-800-landscape-736h @ 3x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-800-667h @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700 @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700-568h @ 2x.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700-portrait~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700-landscape~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700-portrait @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/launchimage-700-landscap @ 2x~ipad.png [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/products/debug-iphonesimulator/test_tmp.app/assets.car [ trace ] /users/hknoechel/documents/apps/test_tmp/build/iphone/build/intermediates/test_tmp.build/debug-iphonesimulator/test_tmp.build/assetcatalog_generated_info.plist { code } some warn pretti self-describ seem easi fix : { quot } thi launch imag appli io 6.x prior minimum deploy 7.0 later . { quot } anoth one might relat issu i discov earlier , simul could save sim-stat force-quite-relaunch sim everi build , caus huge build delay ( 15+ second ) : { quot } coresimulatorservic connect becam invalid . simul servic longer avail . { quot } we investig warn , fix icon-gener legaci size ensur gener project work correctli .",TIMOB-25029,5
"window : set button.imag blob crash app h5.descript when set imag properti button blob app crash { code } var win = ti.ui.createwindow ( { backgroundcolor : 'blue' } ) ; var img = ti.filesystem.getfil ( 'logo.png ' ) .read ( ) ; console.log ( ti.filesystem.getfil ( 'logo.png ' ) .exist ( ) ) var view = ti.ui.createbutton ( { titl : 'push button ' , imag : img } ) ; win.add ( view ) ; win.open ( ) ; { code } h5.step reproduc # add code exist app.j # build exist target h5.actual app crash h5.expect app crash",TIMOB-25014,5
